Name,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,New_Price,Price
Mahindra Xylo D4,Chennai,2017,48136,Diesel,Automatic,First,19.3 kmpl,2720 CC,103.5 bhp,5.0,4.7 Lakh,15.76
Toyota Etios Liva GD,Kochi,2016,76128,Petrol,Manual,First,20.73 kmpl,2477 CC,58.2 bhp,5.0,6.71 Lakh,3.18
Nissan X-Trail SLX MT,Jaipur,2010,11306,Petrol,Automatic,First,12.62 kmpl,2995 CC,168 bhp,5.0,8.09 Lakh,3.71
Maruti Swift VDI BSIV,Ahmedabad,2012,38727,Diesel,Manual,First,25.17 kmpl,1896 CC,108.45 bhp,5.0,8.61 Lakh,6.23
Honda CR-V 2.4 AT,Mumbai,2018,32862,Petrol,Manual,First,15.85 kmpl,1364 CC,47.3 bhp,5.0,71.82 Lakh,8.76
Maruti Eeco 7 Seater Standard,Delhi,2014,59964,Diesel,Manual,First,10.1 kmpl,2354 CC,190 bhp,5.0,,19.7
Hyundai i10 Era,Mumbai,2011,63212,Diesel,Automatic,First,24.3 kmpl,2179 CC,140 bhp,5.0,,13.27
Hyundai Santro Xing XL eRLX Euro III,Kochi,2017,32181,Petrol,Manual,First,13.1 kmpl,2354 CC,138.1 bhp,5.0,,10.11
Ford Figo Petrol ZXI,Bangalore,2009,48650,Diesel,Manual,First,16.0 kmpl,1298 CC,58.16 bhp,5.0,,2.67
Hyundai Verna 1.6 SX CRDI (O) AT,Jaipur,2009,61747,Petrol,Manual,First,19.81 kmpl,796 CC,null bhp,5.0,,2.31
Mercedes-Benz New C-Class C 220 CDI Style,Chennai,2011,95983,CNG,Automatic,Second,18.48 kmpl,1298 CC,103.6 bhp,5.0,,18.69
Toyota Etios G,Kolkata,2011,72425,Diesel,Manual,First,13.0 kmpl,998 CC,73.97 bhp,5.0,,2.3
Toyota Innova 2.5 V Diesel 8-seater,Kolkata,2013,34434,Petrol,Manual,First,26.6 km/kg,1498 CC,108.5 bhp,5.0,,12.77
Maruti Swift VDI,Chennai,2009,38237,Diesel,Automatic,First,17.8 kmpl,1498 CC,181.03 bhp,5.0,,11.11
Maruti Alto 800 LXI,Mumbai,2011,65155,Diesel,Manual,First,11.0 kmpl,1995 CC,147.8 bhp,5.0,,43.83
Maruti Swift Dzire VXi,Jaipur,2009,129670,CNG,Manual,First,26.2 km/kg,998 CC,88 bhp,5.0,,1.68
Maruti Estilo LXI,Delhi,2011,80593,Diesel,Manual,First,15.2 kmpl,1498 CC,187.74 bhp,5.0,,9.41
Jaguar XF 3.0 Litre S Premium Luxury,Kolkata,2017,24335,Diesel,Manual,First,25.44 kmpl,1461 CC,118 bhp,5.0,,7.04
Volkswagen Polo Petrol Comfortline 1.2L,Mumbai,2013,21493,Diesel,Manual,First,15.6 kmpl,1798 CC,157.75 bhp,5.0,7.65 Lakh,11.99
Honda Mobilio V Option i DTEC,Coimbatore,2015,15525,Diesel,Manual,First,19.98 kmpl,2694 CC,83.11 bhp,5.0,22.43 Lakh,2.76
Ford EcoSport 1.5 Diesel Titanium,Jaipur,2009,50124,CNG,Manual,First,0.0 kmpl,1799 CC,147.51 bhp,5.0,,1.96
Hyundai Elantra CRDi SX AT,Mumbai,2012,38698,Petrol,Manual,First,15.1 kmpl,1598 CC,67.1 bhp,5.0,,4.86
BMW 3 Series 320d,Hyderabad,2010,71516,Diesel,Automatic,First,18.48 kmpl,2179 CC,138.1 bhp,7.0,,4.95
Honda BRV i-VTEC V CVT,Mumbai,2006,34336,Petrol,Manual,First,22.32 kmpl,998 CC,37 bhp,5.0,,2.45
Renault Duster 110PS Diesel RxZ,Kolkata,2007,10130,Petrol,Manual,First,24.07 kmpl,1197 CC,null bhp,5.0,,6.71
Honda City i DTEC VX,Mumbai,2006,50603,Petrol,Manual,First,13.7 kmpl,1199 CC,73.9 bhp,5.0,,2.61
Maruti Baleno RS Petrol,Mumbai,2009,33617,Petrol,Manual,First,18.6 kmpl,1197 CC,83.1 bhp,5.0,,4.82
Maruti Wagon R Duo LX BSIII,Kolkata,2009,70347,Diesel,Manual,First,21.4 kmpl,998 CC,null bhp,5.0,,1.69
Renault Duster 110PS Diesel RxZ,Kochi,2007,66367,Diesel,Manual,First,18.88 kmpl,998 CC,67.04 bhp,5.0,,2.39
Tata Nano Twist XT,Jaipur,2012,65595,Diesel,Manual,First,24.3 kmpl,1461 CC,90 bhp,7.0,,4.59
Hyundai i20 1.2 Sportz Option,Mumbai,2013,33790,Petrol,Manual,First,27.62 kmpl,1197 CC,78.9 bhp,5.0,,2.17
Maruti Alto 800 2016-2019 CNG LXI,Hyderabad,2006,168088,Diesel,Manual,First,13.45 km/kg,998 CC,73.75 bhp,5.0,,5.31
Honda City i DTEC SV,Delhi,2014,68185,Diesel,Manual,First,15.3 kmpl,998 CC,121.3 bhp,5.0,,3.1
Hyundai i10 Sportz 1.2 AT,Jaipur,2009,114738,Petrol,Manual,First,23.0 kmpl,1199 CC,126.32 bhp,5.0,,4.54
Audi Q7 3.0 TDI Quattro Premium Plus,Hyderabad,2012,47558,Diesel,Manual,First,26.6 km/kg,2143 CC,121.3 bhp,7.0,,4.97
Chevrolet Sail 1.2 LS,Chennai,2013,34076,Petrol,Automatic,First,16.9 kmpl,2993 CC,136 bhp,5.0,,3.22
Toyota Innova Crysta 2.4 VX MT,Ahmedabad,2010,55215,Petrol,Automatic,First,17.11 kmpl,3498 CC,362.07 bhp,5.0,,22.41
Mercedes-Benz E-Class 230,Mumbai,2011,38769,Petrol,Manual,First,18.9 kmpl,1399 CC,67.1 bhp,5.0,,2.68
Ford Fiesta Classic 1.4 Duratorq CLXI,Coimbatore,2009,27804,Petrol,Manual,First,24.52 kmpl,1248 CC,138.1 bhp,5.0,,5.07
Honda Jazz Select Edition,Mumbai,2015,58160,Diesel,Manual,First,12.8 kmpl,2494 CC,58.16 bhp,5.0,,7.9
Hyundai i20 Sportz Option,Mumbai,2013,54668,Diesel,Automatic,First,9.3 kmpl,936 CC,174.5 bhp,4.0,12.12 Lakh,26.24
BMW 7 Series 740Li,Kolkata,2009,41008,Petrol,Manual,First,10.2 kmpl,1196 CC,88.7 bhp,5.0,,1.14
Land Rover Range Rover Evoque 2.0 TD4 HSE Dynamic,Kolkata,2009,54230,Petrol,Manual,First,18.7 kmpl,1499 CC,78.9 bhp,5.0,,1.9
Skoda Superb Elegance 1.8 TSI AT,Bangalore,2013,56090,Diesel,Automatic,First,21.56 kmpl,1991 CC,58.16 bhp,5.0,,14.47
Audi Q7 3.0 TDI Quattro Premium Plus,Coimbatore,2013,33778,Petrol,Automatic,First,14.83 kmpl,1186 CC,88.50 bhp,5.0,7.87 Lakh,5.59
Honda Brio E MT,Mumbai,2003,71153,Diesel,Manual,First,16.47 kmpl,998 CC,73.9 bhp,5.0,,4.26
Hyundai Creta 1.6 SX Option,Mumbai,2017,25795,Petrol,Automatic,First,24.3 kmpl,2987 CC,245 bhp,5.0,6.51 Lakh,5.55
Maruti Wagon R Vx,Chennai,2007,45649,CNG,Manual,First,17.0 kmpl,1799 CC,103.5 bhp,5.0,,5.63
Maruti Celerio ZDi,Hyderabad,2013,45765,Diesel,Automatic,First,12.07 kmpl,1995 CC,58.16 bhp,7.0,,12.1
Honda Brio S Option MT,Kolkata,2010,89065,Petrol,Manual,First,22.5 kmpl,1198 CC,152.88 bhp,5.0,,3.31
Mercedes-Benz E-Class E250 CDI Avantgrade,Kochi,2011,37630,Diesel,Manual,Second,16.5 kmpl,1586 CC,175.56 bhp,5.0,7.97 Lakh,3.68
Mercedes-Benz New C-Class C 220d Avantgarde Edition C,Hyderabad,2011,27083,Diesel,Manual,First,22.32 kmpl,1193 CC,58.16 bhp,5.0,,4.03
BMW 3 Series 320d Highline,Bangalore,2013,37968,Petrol,Automatic,First,26.6 km/kg,1248 CC,245 bhp,5.0,,1.11
Tata Zest Revotron 1.2T XE,Hyderabad,2008,103824,CNG,Manual,First,23.01 kmpl,799 CC,67.1 bhp,5.0,,3.25
Jaguar XF 2.2 Litre Luxury,Hyderabad,2010,35292,Diesel,Automatic,First,,1991 CC,93 bhp,5.0,5.69 Lakh,10.18
Renault Pulse RxL,Mumbai,2006,57387,Diesel,Manual,First,16.95 kmpl,1968 CC,201.15 bhp,5.0,,1.13
Hyundai i10 Sportz 1.2,Kolkata,2016,48538,CNG,Manual,First,18.2 kmpl,1586 CC,70 bhp,5.0,,2.08
Toyota Innova Crysta 2.4 ZX MT,Jaipur,2009,24851,Diesel,Manual,First,22.95 kmpl,2494 CC,115 bhp,5.0,,2.53
Skoda Rapid 1.5 TDI Elegance,Mumbai,2012,52297,Petrol,Manual,Third,19.81 kmpl,796 CC,67.04 bhp,5.0,,3.02
Land Rover Range Rover 2.2L Pure,Ahmedabad,2009,83197,Diesel,Manual,First,17.8 kmpl,1798 CC,194.3 bhp,4.0,,4.76
Volkswagen Polo Petrol Comfortline 1.2L,Pune,2011,45429,Diesel,Manual,First,13.5 kmpl,2179 CC,null bhp,8.0,,5.1
Hyundai i20 1.4 CRDi Asta,Hyderabad,2013,23771,Petrol,Automatic,First,14.24 kmpl,1997 CC,73.75 bhp,5.0,4.53 Lakh,4.14
Maruti Swift VXI BSIV,Hyderabad,2012,86354,CNG,Manual,First,21.1 kmpl,1299 CC,67 bhp,5.0,8.16 Lakh,2.45
Hyundai Grand i10 Asta,Jaipur,2012,46752,Diesel,Manual,First,23.0 kmpl,1248 CC,170 bhp,5.0,,2.02
Tata Nano Twist XT,Bangalore,2017,50071,Petrol,Manual,First,17.6 kmpl,1598 CC,120 bhp,5.0,6.59 Lakh,4.34
Mercedes-Benz GLE 350d,Kolkata,2015,8341,Petrol,Manual,First,20.36 kmpl,1197 CC,88.7 bhp,7.0,,1.92
Mercedes-Benz E-Class 2009-2013 E 220 CDI Avantgarde,Kochi,2017,51248,Petrol,Automatic,First,13.33 kmpl,1047 CC,175.56 bhp,5.0,7.77 Lakh,34.21
Ford Figo Diesel Titanium,Hyderabad,2009,99879,Diesel,Manual,First,13.8 kmpl,998 CC,67.04 bhp,5.0,,5.58
Skoda Superb Elegance 2.0 TDI CR AT,Coimbatore,2012,35163,Diesel,Manual,First,19.33 kmpl,1995 CC,138.1 bhp,5.0,8.18 Lakh,8.94
Nissan Terrano XL,Chennai,2016,41744,Petrol,Manual,Second,18.5 kmpl,2993 CC,246.7 bhp,5.0,,4.58
Tata Zest Quadrajet 1.3 75PS XE,Mumbai,2009,46527,Petrol,Manual,First,21.9 kmpl,796 CC,67.1 bhp,5.0,,2.63
Maruti Swift Dzire AMT ZDI,Delhi,2016,28114,Petrol,Automatic,First,19.27 kmpl,1999 CC,147.8 bhp,5.0,7.82 Lakh,3.99
Maruti Swift Dzire LDI,Mumbai,2014,58468,Petrol,Manual,First,12.4 kmpl,1086 CC,,5.0,,2.6
Toyota Corolla Altis 1.4 DG,Kochi,2012,6871,Petrol,Manual,First,26.6 km/kg,1197 CC,134 bhp,5.0,,16.45
Chevrolet Aveo U-VA 1.2 LS,Jaipur,2013,52826,Petrol,Manual,First,19.3 kmpl,1794 CC,74 bhp,5.0,,2.1
Nissan Micra XL,Mumbai,2011,76148,Petrol,Manual,First,19.87 kmpl,1198 CC,148 bhp,5.0,,2.91
Hyundai i20 Sportz AT 1.4,Chennai,2013,44831,Diesel,Manual,First,13.53 kmpl,2495 CC,149.92 bhp,5.0,,7.49
Maruti Alto K10 2010-2014 VXI,Jaipur,2011,49484,Petrol,Automatic,First,17.8 kmpl,1798 CC,70 bhp,5.0,,2.25
Maruti SX4 Green Vxi (CNG),Mumbai,2015,44819,Petrol,Manual,First,17.0 kmpl,998 CC,67.1 bhp,5.0,,1.52
Hyundai EON Era Plus,Mumbai,2011,63775,Petrol,Manual,First,26.6 km/kg,814 CC,68.05 bhp,5.0,,2.87
Maruti Vitara Brezza ZDi Plus,Delhi,2013,52085,Diesel,Automatic,First,22.9 kmpl,1248 CC,68 bhp,5.0,,13.26
Maruti Swift VDI BSIV,Ahmedabad,2012,50033,Petrol,Manual,First,12.8 kmpl,1498 CC,84 bhp,5.0,8.61 Lakh,2.89
Chevrolet Beat Diesel LT,Mumbai,2010,35386,Diesel,Manual,First,19.7 kmpl,1396 CC,142 bhp,5.0,,7.98
Land Rover Range Rover 2.2L Prestige,Mumbai,2013,68420,Petrol,Manual,First,17.8 kmpl,1197 CC,194 bhp,5.0,,3.27
Hyundai Creta 1.6 SX,Jaipur,2014,55710,Diesel,Manual,First,16.8 kmpl,2148 CC,104.68 bhp,5.0,1.02 Cr,6.45
Datsun redi-GO T Option,Kochi,2013,57400,Diesel,Manual,First,16.8 kmpl,1086 CC,138.03 bhp,5.0,,38.49
Maruti Swift Dzire VDi,Kolkata,2011,36362,CNG,Manual,Second,10.9 kmpl,1591 CC,55.2 bhp,5.0,,0.59
Maruti SX4 ZDI,Delhi,2013,43032,Diesel,Manual,First,27.39 kmpl,998 CC,83.1 bhp,5.0,,2.11
Chevrolet Optra 1.6 LS,Pune,2014,57317,CNG,Manual,First,24.07 kmpl,1086 CC,47.3 bhp,5.0,,1.61
Audi A6 3.0 TDI quattro,Chennai,2011,46804,Petrol,Automatic,First,26.6 km/kg,1461 CC,186 bhp,5.0,,1.62
Nissan Micra Diesel XV Premium,Kochi,2013,37957,Petrol,Manual,First,18.59 kmpl,1248 CC,136 bhp,5.0,,1.9
Renault KWID RXT,Mumbai,2011,56047,Petrol,Manual,First,20.73 kmpl,998 CC,67.1 bhp,5.0,,1.64
Chevrolet Beat Diesel LT,Hyderabad,2006,65893,Diesel,Manual,First,18.48 kmpl,998 CC,86.8 bhp,5.0,,1.59
Volkswagen Vento 1.5 TDI Highline,Chennai,2011,43302,Diesel,Manual,First,18.56 kmpl,1364 CC,171.5 bhp,5.0,,26.73
Hyundai Santro Xing GLS,Ahmedabad,2010,46187,Petrol,Manual,First,23.08 kmpl,1198 CC,73 bhp,5.0,,0.96
Hyundai EON Era,Coimbatore,2012,25575,Petrol,Manual,First,24.3 kmpl,1997 CC,108.45 bhp,5.0,13.58 Lakh,15.39
Hyundai i20 1.2 Sportz Option,Jaipur,2011,65378,Diesel,Manual,First,23.0 kmpl,2982 CC,99 bhp,7.0,,15.59
Hyundai Accent GLE,Kolkata,2009,70972,Petrol,Manual,First,15.1 km/kg,998 CC,null bhp,5.0,,1.47
Audi Q3 35 TDI Quattro Premium Plus,Jaipur,2011,55723,Diesel,Manual,First,20.36 kmpl,1595 CC,258 bhp,5.0,,9.07
Maruti Vitara Brezza ZDi Plus Dual Tone,Chennai,2012,62905,Petrol,Manual,First,18.3 kmpl,1198 CC,117.3 bhp,5.0,,1.32
Chevrolet Spark 1.0 LS,Delhi,2014,60866,Diesel,Manual,First,25.4 kmpl,1995 CC,191.34 bhp,7.0,8.61 Lakh,12.76
Volkswagen Jetta 2013-2015 2.0L TDI Highline AT,Bangalore,2014,57692,Petrol,Manual,First,20.54 kmpl,2696 CC,138.03 bhp,5.0,,5.64
Maruti Eeco 5 STR With AC Plus HTR CNG,Kochi,2013,58353,Petrol,Manual,First,15.42 kmpl,1461 CC,103 bhp,7.0,36.94 Lakh,4.35
Hyundai i10 Era 1.1,Hyderabad,2011,62970,Diesel,Automatic,First,19.7 kmpl,2143 CC,140 bhp,5.0,,23.63
Maruti Swift VDI BSIV W ABS,Delhi,2010,10543,Petrol,Automatic,First,15.1 kmpl,1997 CC,67.1 bhp,5.0,,2.94
Nissan Micra XL,Chennai,2011,57695,CNG,Manual,First,17.01 kmpl,1399 CC,73.9 bhp,5.0,,2.4
Renault KWID RXT,Kolkata,2009,79832,Diesel,Manual,First,19.7 kmpl,1399 CC,102 bhp,7.0,,3.15
Toyota Prius 2009-2016 Z4,Chennai,2012,34872,Petrol,Manual,First,26.6 km/kg,1582 CC,215 bhp,5.0,,4.47
Maruti A-Star Vxi,Kochi,2010,57629,Diesel,Manual,First,18.88 kmpl,1298 CC,58.16 bhp,5.0,,1.49
Hyundai Verna 1.6 SX,Pune,2014,43682,Diesel,Manual,First,26.6 km/kg,2993 CC,65 bhp,5.0,,4.94
Hyundai Santro Xing XO eRLX Euro II,Pune,2012,50346,Petrol,Manual,First,26.6 km/kg,1461 CC,81.80 bhp,5.0,,3.26
Toyota Fortuner 4x2 AT,Chennai,2009,63544,Diesel,Manual,First,24.3 kmpl,1248 CC,190 bhp,5.0,,21.67
Renault Duster 85PS Diesel RxL,Mumbai,2013,34391,Petrol,Manual,First,,1197 CC,63 bhp,5.0,,5.89
BMW 3 Series 320d Luxury Line,Kolkata,2011,31751,Diesel,Automatic,First,23.1 kmpl,1794 CC,138 bhp,7.0,8.61 Lakh,24.48
Nissan Terrano XL D Option,Ahmedabad,2010,61359,CNG,Manual,First,16.95 kmpl,796 CC,58.2 bhp,7.0,,5.61
Hyundai Xcent 1.2 VTVT S,Jaipur,2011,68910,CNG,Manual,Second,22.32 kmpl,2179 CC,67.1 bhp,5.0,,13.28
Volkswagen Vento Diesel Trendline,Ahmedabad,2009,23718,Petrol,Manual,First,20.36 kmpl,796 CC,85.8 bhp,5.0,,1.87
BMW 5 Series 525d Sedan,Delhi,2011,54297,Diesel,Manual,First,12.0 kmpl,1968 CC,88.50 bhp,5.0,,2.3
Hyundai i10 Sportz,Kolkata,2011,58432,Petrol,Manual,Third,10.8 kmpl,2354 CC,63 bhp,5.0,,3.73
Volvo XC60 D5,Coimbatore,2013,40382,Diesel,Manual,First,20.36 kmpl,1461 CC,183 bhp,5.0,44.75 Lakh,4.81
Hyundai Verna 1.6 SX VTVT (O) AT,Pune,2013,54154,CNG,Manual,Fourth & Above,12.8 kmpl,2179 CC,218 bhp,5.0,,2.58
Hyundai EON LPG Era Plus Option,Coimbatore,2014,34676,Diesel,Automatic,First,16.96 kmpl,2199 CC,254.8 bhp,5.0,,9.02
Maruti Swift VDI,Bangalore,2010,65918,Diesel,Automatic,First,12.0 kmpl,1968 CC,194.3 bhp,5.0,,8.76
Maruti Alto 800 2016-2019 LXI,Chennai,2009,38539,Petrol,Manual,First,26.6 km/kg,1197 CC,170 bhp,5.0,,2.96
Jeep Compass 2.0 Limited Option 4X4,Kolkata,2012,71409,Petrol,Manual,First,20.0 kmpl,1598 CC,126.24 bhp,5.0,,3.09
Maruti Celerio VXI AT,Hyderabad,2014,65791,Diesel,Manual,First,10.0 kmpl,1461 CC,175.56 bhp,5.0,,1.2
Honda Civic 2010-2013 1.8 V MT,Hyderabad,2013,34776,CNG,Manual,First,19.81 kmpl,1197 CC,108.45 bhp,5.0,,18.58
BMW 3 Series 320d,Pune,2009,66965,Diesel,Manual,Second,17.21 kmpl,2143 CC,88.50 bhp,7.0,,17.58
Renault KWID RXT,Mumbai,2013,80459,Petrol,Manual,Second,18.8 kmpl,2494 CC,67.1 bhp,5.0,,1.97
Maruti 800 Std,Ahmedabad,2009,77819,Diesel,Manual,First,16.2 kmpl,1461 CC,143 bhp,5.0,,24.06
Land Rover Range Rover 2.2L Prestige,Bangalore,2006,74856,Diesel,Automatic,First,16.0 kmpl,1461 CC,258 bhp,7.0,,18.68
BMW X5 3.0d,Mumbai,2016,50229,Petrol,Manual,First,15.3 kmpl,1199 CC,73.9 bhp,5.0,,3.1
Maruti Wagon R Vx,Mumbai,2011,55718,Diesel,Manual,First,19.5 kmpl,1956 CC,152 bhp,5.0,,14.07
Hyundai i10 Sportz,Kolkata,2004,58787,Petrol,Manual,First,18.0 kmpl,2354 CC,78.9 bhp,5.0,,4.71
Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,Kochi,2014,33374,Diesel,Automatic,First,17.68 kmpl,1998 CC,140 bhp,7.0,13.59 Lakh,17.94
Chevrolet Optra Magnum 2.0 LT,Coimbatore,2013,24907,Diesel,Automatic,First,19.33 kmpl,2179 CC,141.1 bhp,7.0,,26.1
Mercedes-Benz E-Class E250 CDI Avantgrade,Mumbai,2012,66045,Petrol,Manual,First,24.0 kmpl,2993 CC,170 bhp,5.0,,5.47
Maruti Estilo LXI,Mumbai,2011,58886,Petrol,Manual,First,26.2 km/kg,1197 CC,81.80 bhp,5.0,,2.67
Maruti Ignis 1.2 Alpha,Mumbai,2015,54960,Petrol,Manual,First,18.2 kmpl,1086 CC,78.9 bhp,5.0,,1.41
Honda Jazz VX,Mumbai,2009,47764,Petrol,Manual,First,18.33 kmpl,2198 CC,208 bhp,5.0,,1.77
Maruti Alto 800 LXI,Kolkata,2013,67149,Petrol,Manual,Third,12.99 kmpl,796 CC,106 bhp,5.0,,1.34
Hyundai Verna CRDi SX,Bangalore,2014,59238,Diesel,Automatic,First,12.9 kmpl,2362 CC,170 bhp,5.0,9.99 Lakh,3.99
Tata Indigo CS Emax CNG GLX,Bangalore,2009,101871,Diesel,Automatic,First,23.84 kmpl,2494 CC,140 bhp,5.0,,16.32
Hyundai Xcent 1.2 Kappa Base,Chennai,2011,31932,Petrol,Manual,First,15.15 kmpl,1998 CC,121.3 bhp,5.0,7.96 Lakh,7.54
Ford Endeavour 3.0L 4X4 AT,Jaipur,2010,32782,Diesel,Manual,First,12.1 kmpl,1498 CC,270.9 bhp,5.0,8.61 Lakh,2.68
Toyota Innova 2.5 G (Diesel) 7 Seater BS IV,Hyderabad,2012,48866,Diesel,Manual,First,13.7 kmpl,2982 CC,74 bhp,5.0,,5.82
Hyundai Santro Xing GL,Kolkata,2011,44172,Petrol,Manual,First,16.07 kmpl,998 CC,63 bhp,5.0,,3.13
Maruti Wagon R LX BSIII,Bangalore,2013,75040,Diesel,Manual,First,12.8 kmpl,1498 CC,58.16 bhp,5.0,,13.22
Toyota Etios Liva G,Mumbai,2013,40846,Diesel,Automatic,First,16.55 kmpl,2393 CC,170 bhp,7.0,,11.23
Maruti Alto 800 LXI,Kochi,2013,34035,Petrol,Manual,First,27.03 kmpl,2179 CC,174.5 bhp,5.0,15.72 Lakh,8.48
Maruti Wagon R LXI CNG,Mumbai,2011,71938,Petrol,Manual,First,0.0 kmpl,998 CC,64 bhp,5.0,,2.75
Mercedes-Benz GL-Class 2007 2012 350 CDI Luxury,Hyderabad,2013,63676,Diesel,Manual,First,28.09 kmpl,2393 CC,73 bhp,5.0,,20.33
Skoda Laura Ambition 2.0 TDI CR AT,Hyderabad,2011,48418,Diesel,Automatic,First,20.54 kmpl,1968 CC,78 bhp,5.0,,23.55
Maruti Ciaz VDi Plus SHVS,Hyderabad,2013,68723,Diesel,Manual,First,14.24 kmpl,2987 CC,140 bhp,5.0,,2.33
Maruti Swift Dzire VDI,Kolkata,2009,49433,Petrol,Manual,Second,24.7 kmpl,998 CC,117.3 bhp,5.0,,1.87
Hyundai Verna Xi (Petrol),Jaipur,2013,55776,Petrol,Manual,First,17.8 kmpl,998 CC,null bhp,5.0,,1.73
Hyundai Verna 1.6 EX VTVT,Mumbai,2015,44247,Petrol,Manual,First,22.9 kmpl,1298 CC,38.4 bhp,5.0,,3.88
Tata Tiago Wizz 1.05 Revotorq,Chennai,2012,61115,CNG,Manual,First,12.0 kmpl,2979 CC,143 bhp,4.0,,5.51
Maruti Zen VXI BSII,Mumbai,2013,40834,Diesel,Automatic,First,20.77 kmpl,1995 CC,261.49 bhp,7.0,,17.19
Maruti Swift Dzire ZDI,Mumbai,2007,18516,Petrol,Manual,First,18.9 kmpl,1198 CC,67.1 bhp,5.0,,2.73
BMW 5 Series 520d Sport Line,Hyderabad,2010,84168,Diesel,Manual,First,17.8 kmpl,1991 CC,63.1 bhp,5.0,,4.92
Maruti Eeco 5 STR With AC Plus HTR CNG,Hyderabad,2009,24505,Diesel,Manual,First,16.8 kmpl,993 CC,46.3 bhp,5.0,,4.76
Tata Zest Revotron 1.2 XT,Mumbai,2014,62839,CNG,Manual,Fourth & Above,17.8 kmpl,1364 CC,100 bhp,5.0,,3.37
Volkswagen Polo 1.2 MPI Comfortline,Kochi,2012,59929,Petrol,Manual,First,22.95 kmpl,2494 CC,204 bhp,5.0,,2.95
Mercedes-Benz M-Class ML 350 CDI Corporate,Kolkata,2012,76277,CNG,Manual,Fourth & Above,20.36 kmpl,1086 CC,58.2 bhp,5.0,,2.31
Toyota Innova Crysta 2.4 ZX MT,Bangalore,2010,45394,Petrol,Manual,First,26.2 km/kg,1798 CC,58.16 bhp,5.0,,4.41
Tata Nano Twist XT,Mumbai,2008,49573,Petrol,Manual,First,20.73 kmpl,796 CC,73 bhp,5.0,,2.1
Hyundai Verna VTVT 1.6 SX Option,Bangalore,2011,55771,Petrol,Manual,First,16.09 kmpl,4134 CC,58.16 bhp,5.0,,15.43
Maruti Swift Lxi BSIII,Mumbai,2009,115728,Petrol,Manual,First,18.5 kmpl,796 CC,74 bhp,5.0,,2.0
Toyota Camry Hybrid 2.5,Mumbai,2015,48249,CNG,Manual,First,17.0 kmpl,998 CC,117.3 bhp,5.0,,3.0
Maruti Wagon R VXI 1.2,Pune,2012,31920,Diesel,Automatic,First,16.0 kmpl,2179 CC,88.8 bhp,7.0,,4.26
Nissan Micra Diesel XV Premium,Hyderabad,2010,10732,Diesel,Automatic,First,22.48 kmpl,999 CC,73.75 bhp,5.0,58.67 Lakh,2.05
Hyundai Verna CRDi 1.6 SX Option,Pune,2013,70447,Diesel,Manual,Second,17.11 kmpl,1248 CC,85.8 bhp,8.0,,4.17
Toyota Etios GD,Kolkata,2006,39051,Diesel,Manual,First,15.1 kmpl,998 CC,73.9 bhp,5.0,,2.86
Hyundai EON Era Plus,Hyderabad,2010,44876,Petrol,Manual,First,22.7 kmpl,1197 CC,70 bhp,5.0,,0.7
Hyundai Santro Xing GLS,Kolkata,2006,51029,Petrol,Manual,First,21.1 kmpl,998 CC,103.5 bhp,5.0,,2.33
Maruti Swift ZDi,Pune,2013,24183,Diesel,Manual,First,21.64 kmpl,1497 CC,66 bhp,5.0,,6.86
Hyundai Creta 1.6 SX Option Diesel,Mumbai,2010,55952,Petrol,Manual,First,21.0 kmpl,796 CC,57.5 bhp,5.0,,2.45
Fiat Punto 1.4 Emotion,Hyderabad,2009,18514,Petrol,Manual,First,14.1 kmpl,1798 CC,67.1 bhp,8.0,,2.3
Mercedes-Benz E-Class E250 CDI Avantgrade,Coimbatore,2011,49978,Diesel,Automatic,First,12.07 kmpl,4134 CC,170 bhp,4.0,,2.78
Ford Ecosport 1.5 DV5 MT Titanium Optional,Delhi,2010,47538,Diesel,Manual,First,16.96 kmpl,1591 CC,250 bhp,5.0,44.75 Lakh,5.33
Maruti SX4 ZDI,Mumbai,2011,9332,Petrol,Automatic,First,20.4 kmpl,2354 CC,81.83 bhp,5.0,8.82 Lakh,27.2
Volkswagen Polo Petrol Trendline 1.2L,Mumbai,2013,44552,CNG,Manual,First,24.07 kmpl,1061 CC,81.83 bhp,5.0,,2.82
Hyundai Verna 1.6 SX VTVT,Jaipur,2011,54602,Diesel,Automatic,First,12.8 kmpl,2494 CC,138.1 bhp,5.0,,23.92
Hyundai Getz GLS,Kochi,2012,56078,Diesel,Manual,First,28.4 kmpl,1956 CC,320 bhp,5.0,,5.14
Honda Civic 2006-2010 1.8 V MT,Kolkata,2009,40683,Petrol,Manual,First,18.6 kmpl,1997 CC,118 bhp,5.0,,1.57
Maruti Grand Vitara MT,Kolkata,2010,89491,CNG,Manual,First,17.32 kmpl,2494 CC,167.62 bhp,5.0,,5.44
Chevrolet Cruze LTZ,Chennai,2016,47114,Diesel,Manual,First,22.5 kmpl,2982 CC,67 bhp,5.0,,2.31
Audi Q7 3.0 TDI Quattro Premium Plus,Mumbai,2009,54254,Diesel,Manual,First,21.66 kmpl,1799 CC,121.3 bhp,5.0,,3.04
Audi A6 2011-2015 35 TDI Technology,Jaipur,2017,38856,Diesel,Manual,First,20.77 kmpl,2362 CC,143 bhp,5.0,,5.61
